{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:35:52.474731'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.788803'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.809549'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.813072'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.823319'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.838985'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.841375'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.845360'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.864082'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.871712'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.872802'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.884027'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.898376'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.904849'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.909396'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.918484'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.929448'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.935526'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.941173'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.951627'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.959817'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.963257'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.972281'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.984605'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.990483'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.994497'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.005929'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.014735'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.024193'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.031242'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.039385'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.047132'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.049139'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.062161'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.065841'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.074048'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.086261'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.096158'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.104686'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.112711'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.135091'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.135091'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.137105'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.154428'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.158431'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.160958'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.177539'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.181609'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.183573'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.196057'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.214589'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.216299'}
}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.234791'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.249056'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.251057'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.254347'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.273021'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.289484'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.296840'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.304464'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.310737'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.318468'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.325048'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.334508'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.346541'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.354735'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.370071'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.379949'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.387614'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.401533'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.411224'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.426410'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.435012'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.449494'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.458744'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.470146'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.478613'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.486058'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.493792'}
{'type': 'Port Scan / DDoS', 'ip': '104.18.32.47', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.500498'}
{'type': 'Port Scan / DDoS', 'ip': '104.18.32.47', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.508565'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.701183'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.714028'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.715033'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.722012'}
{'type': 'Port Scan / DDoS', 'ip': '104.18.32.47', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.731747'}
{'type': 'Port Scan / DDoS', 'ip': '104.18.32.47', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.733764'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.738675'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.749143'}
{'type': 'Port Scan / DDoS', 'ip': '104.18.32.47', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.765402'}
{'type': 'Port Scan / DDoS', 'ip': '104.18.32.47', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.767404'}
{'type': 'Port Scan / DDoS', 'ip': '104.18.32.47', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.782940'}
{'type': 'Port Scan / DDoS', 'ip': '104.18.32.47', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.787067'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.802920'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.807240'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.807240'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.819026'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.829077'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.842634'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.843805'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.848081'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.856747'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.873925'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.875123'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.877472'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.886207'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.898378'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.905330'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.907643'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.917208'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.925356'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.931810'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.956440'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.957449'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.959673'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.968062'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.991388'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.992402'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:24.998815'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.005550'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.034884'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.036055'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.045750'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.050529'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.070311'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.079303'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.080365'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.087209'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.104089'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.113354'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.116762'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.117792'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.142965'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.150563'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.161444'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.170540'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.181622'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.193176'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.200913'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.205248'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.212034'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.221829'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.234826'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.237827'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.240825'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.248615'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.264579'}
}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.267723'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.277343'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.297673'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.299677'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.306380'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.312561'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.334319'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.339208'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.344209'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.350471'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.367241'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.380444'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.392038'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.398284'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.401355'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.411585'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.432872'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.435918'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.444459'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.447941'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.469580'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.469580'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.479504'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.481516'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.506311'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.512582'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.519227'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.534275'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.562959'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.568385'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.572010'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.586894'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.602659'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.605200'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.608655'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.623440'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.629077'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.634423'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.636434'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.657270'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.662858'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.666963'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.670446'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.691867'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.697457'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.699491'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:25.706752'}
